course_title,course_number,instructor,location,time,enrolled,book,course_url 
BME 281P - 01   Nanotech/Biosensors,22870,"Haussler,D.",TBA To Be Arranged,SEM: TBA,2 of 6 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BME__281P__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjI4NzAiO30%3D
BME 281R - 01   Stem Cell Genomics,23243,Staff,TBA To Be Arranged,SEM: TBA,0 of 1 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BME__281R__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMyNDMiO30%3D
BME 281S - 01   Sem Comput Genomics,22657,"Corbett-Detig,R.",TBA To Be Arranged,SEM: TBA,0 of 1 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BME__281S__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjI2NTciO30%3D
BME 281V - 01   Immunogenomics,23135,"Bernick,D.L.",TBA To Be Arranged,SEM: TBA,0 of 3 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BME__281V__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMxMzUiO30%3D
CHEM 1A - 01   General Chemistry,21158,"Pourmand,N.",MWF 04:00PM-05:05PM,LEC: ClassroomUnit 002,127 of 250 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHEM__001A__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjExNTgiO30%3D
CHEM 1A - 02   General Chemistry,21175,"Green,R.E.",MWF 10:40AM-11:45AM,LEC: Sci & Engr Library 206,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHEM__001A__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjExNzUiO30%3D
CHEM 1B - 01   General Chemistry,21180,"Corbett-Detig,R.",MWF 01:20PM-02:25PM,LEC: ClassroomUnit 002,244 of 245 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHEM__001B__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjExODAiO30%3D
CHEM 1C - 01   General Chemistry,21193,"Pourmand,N.",MWF 12:00PM-01:05PM,LEC: Media Theater M110,333 of 382 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHEM__001C__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjExOTMiO30%3D
CHEM 1M - 01   Gen Chem Lab,21206,Staff,TBA To Be Arranged,LAB: TBA,173 of 180 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHEM__001M__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjEyMDYiO30%3D
CHEM 1N - 01   Gen Chem Lab,21219,"Bernick,D.L.",TBA To Be Arranged,LAB: TBA,288 of 288 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHEM__001N__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjEyMTkiO30%3D
CHEM 8A - 01   Organic Chemistry,21250,"Corbett-Detig,R.",TuTh 09:50AM-11:25AM,LEC: ClassroomUnit 002,388 of 450 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHEM__008A__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjEyNTAiO30%3D
CHEM 8L - 01   Organic Chem Lab,21266,"Green,R.E.",F 10:40AM-11:45AM,LAB: ClassroomUnit 002,353 of 384 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHEM__008L__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjEyNjYiO30%3D
CHEM 122 - 01   Instrumental Analys,21291,"Stuart,J.M.",MWF 10:40AM-11:45AM,LEC: Thimann Lab 101,16 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHEM__122__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjEyOTEiO30%3D
CHEM 143 - 01   Org Chem Structure,21294,"Haussler,D.",TuTh 09:50AM-11:25AM,LEC: Earth&Marine B214,18 of 40 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHEM__143__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjEyOTQiO30%3D
CHEM 146A - 01   Adv Lab Organic,21297,"Dubois,R.M.",TuTh 01:30PM-05:30PM,LAB: Thimann Lab 318,16 of 16 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHEM__146A__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjEyOTciO30%3D
CHEM 163A - 01   Quantum Mech & Spec,21298,"Green,R.E.",MWF 12:00PM-01:05PM,LEC: Kresge Clrm 321,119 of 150 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHEM__163A__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjEyOTgiO30%3D
CHEM 182 - 01   ACE Service Learning,22938,"Haussler,D.",TBA To Be Arranged,SEM: TBA,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHEM__182__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjI5MzgiO30%3D
CHEM 200A - 01   Adv Biophys Methods,21305,"Brooks,A.",TuTh 11:40AM-01:15PM,LEC: Thimann Lab 101,7 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHEM__200A__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjEzMDUiO30%3D
CHEM 234 - 01   Bioinorganic Chem,21306,"Pourmand,N.",TuTh 03:20PM-04:55PM,LEC: PhysSciences 240,2 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHEM__234__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjEzMDYiO30%3D
CHEM 242B - 01   Modern Org Syn,23087,"Kim,D.",TuTh 09:50AM-11:25AM,LEC: N. Sci Annex 102,2 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHEM__242B__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMwODciO30%3D
CHEM 269 - 01   Electrochemistry,22658,"Stuart,J.M.",TuTh 09:50AM-11:25AM,LEC: Soc Sci 2 141,12 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHEM__269__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjI2NTgiO30%3D
CHEM 274 - 01   Prosem Synth/Polymr,22661,"Vollmers,C.",TBA To Be Arranged,SEM: TBA,1 of 10 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHEM__274__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjI2NjEiO30%3D
CHEM 275 - 01   Bio Inorganic Chem,22705,"Eroy-Reveles,A.A.",TBA To Be Arranged,SEM: TBA,1 of 10 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHEM__275__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjI3MDUiO30%3D
CHEM 282 - 01   Synthetic Methods,21307,"Eroy-Reveles,A.A.",TBA To Be Arranged,SEM: TBA,1 of 10 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHEM__282__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjEzMDciO30%3D
CHEM 284 - 01   Prosem Syn Org Chem,21308,"Zhang,J.Z.",TBA To Be Arranged,SEM: TBA,0 of 10 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHEM__284__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjEzMDgiO30%3D
CHEM 286 - 01   Prosem Nat Pro Chem,21309,"Weiss,P.S.",TBA To Be Arranged,SEM: TBA,1 of 10 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHEM__286__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjEzMDkiO30%3D
CHEM 291 - 01   Chemistry Seminar,23007,"Roland,R.E.",M 03:30PM-05:00PM,SEM: PhysSciences 240,25 of 75 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHEM__291__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMwMDciO30%3D
CHEM 292 - 01   Seminar,21310,"Roland,R.E.",F 02:40PM-03:45PM,SEM: PhysSciences 240,3 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHEM__292__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjEzMTAiO30%3D
CHEM 296 - 01   Teaching Chemistry,21311,"Binder,C.M.",M 10:40AM-11:45AM,SEM: N. Sci Annex 103,5 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHEM__296__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjEzMTEiO30%3D
CHIN 1 - 01   Chinese: First Year,21312,"Binder,C.M.",MWF 08:00AM-09:05AM,LEC: Hum & Soc Sci 250,20 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHIN__001__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjEzMTIiO30%3D
CHIN 1 - 02   Chinese: First Year,21313,"Oliver,S.R.",MWF 09:20AM-10:25AM,LEC: Hum & Soc Sci 250,25 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHIN__001__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjEzMTMiO30%3D
CHIN 1 - 03   Chinese: First Year,21314,"Singaram,B.",MWF 12:00PM-01:05PM,LEC: Hum & Soc Sci 250,25 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHIN__001__03,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjEzMTQiO30%3D
CHIN 4 - 01   Chinese: Second Year,21315,"Binder,C.M.",MWF 10:40AM-11:45AM,LEC: Soc Sci 2 165,6 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHIN__004__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjEzMTUiO30%3D
CHIN 103 - 01   Advanced Chinese,21316,"Ping,Y.",MWF 12:00PM-01:05PM,SEM: Soc Sci 2 171,11 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CHIN__103__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjEzMTYiO30%3D
CLNI 1 - 01   ALE:Intl/Global Persp,23723,Staff,MWF 08:00AM-09:05AM,SEM: Soc Sci 1 161,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MjMiO30%3D
CLNI 1 - 01   ALE:Intl/Global Persp,23723,"Scott,W.G.",Tu 07:10PM-09:10PM,SEM: 9/10 Multipurpose,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MjMiO30%3D
CLNI 1 - 02   ALE:Intl/Global Persp,23724,"Mascharak,P.",Tu 07:10PM-09:10PM,SEM: 9/10 Multipurpose,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MjQiO30%3D
CLNI 1 - 02   ALE:Intl/Global Persp,23724,"Braslau,R.",MWF 09:20AM-10:25AM,SEM: Soc Sci 1 161,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MjQiO30%3D
CLNI 1 - 03   ALE:Intl/Global Persp,23725,"Chen,S.",MWF 01:20PM-02:25PM,SEM: Soc Sci 1 161,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__03,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MjUiO30%3D
CLNI 1 - 03   ALE:Intl/Global Persp,23725,"Braslau,R.",Tu 07:10PM-09:10PM,SEM: 9/10 Multipurpose,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__03,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MjUiO30%3D
CLNI 1 - 04   ALE:Intl/Global Persp,23726,"Holman,T.R.",MWF 02:40PM-03:45PM,SEM: Soc Sci 1 161,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__04,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MjYiO30%3D
CLNI 1 - 04   ALE:Intl/Global Persp,23726,"Singaram,B.",Tu 07:10PM-09:10PM,SEM: 9/10 Multipurpose,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__04,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MjYiO30%3D
CLNI 1 - 05   ALE:Intl/Global Persp,23727,"Raskatov,J.",TuTh 11:40AM-01:15PM,SEM: Soc Sci 1 161,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__05,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MjciO30%3D
CLNI 1 - 05   ALE:Intl/Global Persp,23727,"Crews,P.O.",Tu 07:10PM-09:10PM,SEM: 9/10 Multipurpose,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__05,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MjciO30%3D
CLNI 1 - 06   ALE:Intl/Global Persp,23728,"Li,Y.",Tu 07:10PM-09:10PM,SEM: 9/10 Multipurpose,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__06,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MjgiO30%3D
CLNI 1 - 06   ALE:Intl/Global Persp,23728,"Johnstone,T.C.",TuTh 01:30PM-03:05PM,SEM: Soc Sci 1 161,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__06,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MjgiO30%3D
CLNI 1 - 07   ALE:Intl/Global Persp,23729,"Roland,R.E.",TuTh 03:20PM-04:55PM,SEM: Soc Sci 1 161,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__07,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MjkiO30%3D
CLNI 1 - 07   ALE:Intl/Global Persp,23729,"Keenan,D.L.",Tu 07:10PM-09:10PM,SEM: 9/10 Multipurpose,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__07,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MjkiO30%3D
CLNI 1 - 08   ALE:Intl/Global Persp,23730,"Keenan,D.L.",MWF 10:40AM-11:45AM,SEM: Soc Sci 2 179,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__08,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MzAiO30%3D
CLNI 1 - 08   ALE:Intl/Global Persp,23730,"Keenan,D.L.",Tu 07:10PM-09:10PM,SEM: 9/10 Multipurpose,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__08,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MzAiO30%3D
CLNI 1 - 09   ALE:Intl/Global Persp,23731,"Wu,T.",MWF 12:00PM-01:05PM,SEM: Soc Sci 2 179,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__09,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MzEiO30%3D
CLNI 1 - 09   ALE:Intl/Global Persp,23731,"Wu,T.",Tu 07:10PM-09:10PM,SEM: 9/10 Multipurpose,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__09,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MzEiO30%3D
CLNI 1 - 10   ALE:Intl/Global Persp,23732,Staff,Tu 07:10PM-09:10PM,SEM: 9/10 Multipurpose,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__10,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MzIiO30%3D
CLNI 1 - 10   ALE:Intl/Global Persp,23732,Staff,MWF 04:00PM-05:05PM,SEM: Soc Sci 2 179,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__10,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MzIiO30%3D
CLNI 1 - 11   ALE:Intl/Global Persp,23733,Staff,Tu 07:10PM-09:10PM,SEM: 9/10 Multipurpose,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__11,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MzMiO30%3D
CLNI 1 - 11   ALE:Intl/Global Persp,23733,Staff,TuTh 08:00AM-09:35AM,SEM: J Baskin Engr 165,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__11,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MzMiO30%3D
CLNI 1 - 12   ALE:Intl/Global Persp,23734,Staff,TuTh 09:50AM-11:25AM,SEM: J Baskin Engr 165,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__12,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MzQiO30%3D
CLNI 1 - 12   ALE:Intl/Global Persp,23734,Staff,Tu 07:10PM-09:10PM,SEM: 9/10 Multipurpose,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__12,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MzQiO30%3D
CLNI 1 - 13   ALE:Intl/Global Persp,23735,Staff,MWF 10:40AM-11:45AM,SEM: J Baskin Engr 165,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__13,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MzUiO30%3D
CLNI 1 - 13   ALE:Intl/Global Persp,23735,Staff,Tu 07:10PM-09:10PM,SEM: 9/10 Multipurpose,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__13,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MzUiO30%3D
CLNI 1 - 14   ALE:Intl/Global Persp,23736,Staff,Tu 07:10PM-09:10PM,SEM: 9/10 Multipurpose,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__14,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MzYiO30%3D
CLNI 1 - 14   ALE:Intl/Global Persp,23736,Staff,MWF 12:00PM-01:05PM,SEM: J Baskin Engr 165,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__001__14,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM3MzYiO30%3D
CLNI 90 - 01   Intercultural Study,23005,Staff,Tu 03:20PM-04:55PM,SEM: Soc Sci 2 165,0 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__090__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMwMDUiO30%3D
CLNI 120 - 01   PAC Planning,23015,Staff,M 04:00PM-05:05PM,SEM: Namaste Lounge,3 of 30 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__CLNI__120__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMwMTUiO30%3D
